time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,city
2018-07-12,31,23.7,34.4,26.9,2018-07-12 05:41,2018-07-12 17:27,21.28,0,0,12.4,23.4,117,4.78,0,su
2018-07-13,30.7,24.2,33.7,28.1,2018-07-13 05:41,2018-07-13 17:27,19.54,0,0,10.7,20.5,123,4.42,0,su
2018-07-14,30.7,23.9,33.7,27,2018-07-14 05:41,2018-07-14 17:27,18.64,0,0,11.8,22,126,4.31,0,su
2018-07-15,30.9,24.8,33.4,27.6,2018-07-15 05:41,2018-07-15 17:28,17.83,0,0,8.9,20.2,149,4.28,0,su
2018-07-16,30.6,23.4,34.6,26.1,2018-07-16 05:41,2018-07-16 17:28,19.79,0,0,12.4,23.8,107,4.51,0,su
2018-07-17,30.7,24.1,33.8,27.3,2018-07-17 05:41,2018-07-17 17:28,18.64,0,0,11.3,22.7,109,4.37,0,su
2018-07-18,31.2,24.7,34.4,28.8,2018-07-18 05:41,2018-07-18 17:28,19.41,0,0,13.8,24.5,109,4.57,0,su
2018-07-19,31.2,24.5,34.6,28.5,2018-07-19 05:41,2018-07-19 17:28,20.97,0,0,14.1,27.4,105,4.77,0,su
2018-07-20,31.3,24.9,35.6,29.5,2018-07-20 05:41,2018-07-20 17:29,21.65,0,0,14.1,24.8,113,4.82,0,su
2018-07-21,32,24.5,37.2,28.8,2018-07-21 05:41,2018-07-21 17:29,18.74,0,0,10.2,20.9,115,4.24,0,su
2018-07-22,31.9,25.5,37.1,30,2018-07-22 05:41,2018-07-22 17:29,18.25,0.3,0,7.4,19.1,147,3.97,0,su
2018-07-23,32.2,25.8,36.3,30.8,2018-07-23 05:41,2018-07-23 17:29,20.79,0,0,13.3,25.6,119,4.75,0,su
2018-07-24,31.2,24.4,33.9,28.4,2018-07-24 05:41,2018-07-24 17:29,22.11,0,0,16.3,30.6,110,5.18,0,su
2018-07-25,30.7,23.9,35,27.5,2018-07-25 05:41,2018-07-25 17:29,21.83,0,0,12.4,23,102,4.88,0,su
2018-07-26,30.4,23.4,34.4,26.8,2018-07-26 05:41,2018-07-26 17:29,22,0,0,12.2,22,105,4.84,0,su
2018-07-27,31.1,23,35.3,26,2018-07-27 05:40,2018-07-27 17:29,21.68,0,0,13,22.3,108,4.69,0,su
2018-07-28,31.6,24.3,35.9,27.8,2018-07-28 05:40,2018-07-28 17:30,20.74,0,0,13,24.8,120,4.58,0,su
2018-07-29,31.2,24.4,35.8,28.1,2018-07-29 05:40,2018-07-29 17:30,20.08,0,0,9.2,18,108,4.37,0,su
2018-07-30,31.5,24.8,35.5,28.8,2018-07-30 05:40,2018-07-30 17:30,21.33,0.1,0,12.1,24.1,105,4.8,0,su
2018-07-31,32,24.5,35.9,29.1,2018-07-31 05:40,2018-07-31 17:30,21.25,0,0,14.6,27,118,4.9,0,su
2018-08-01,31.1,24.7,36.6,28.6,2018-08-01 05:40,2018-08-01 17:30,18.59,1.7,0,6.4,16.6,163,3.94,0,su
2018-08-02,31.6,24.5,34.5,27.2,2018-08-02 05:39,2018-08-02 17:30,21.68,0,0,15.8,36.4,155,5.38,0,su
2018-08-03,30.8,22.6,33.2,24.2,2018-08-03 05:39,2018-08-03 17:30,22.66,0,0,12.7,29.2,158,5.24,0,su
2018-08-04,30.5,22.2,33.2,23.9,2018-08-04 05:39,2018-08-04 17:30,22.54,0,0,9.8,20.5,144,5.09,0,su
2018-08-05,30.9,23.3,34.6,25.5,2018-08-05 05:39,2018-08-05 17:30,19.5,0,0,13.2,23,170,4.6,0,su
2018-08-06,30.7,23.1,33.6,24.8,2018-08-06 05:38,2018-08-06 17:30,22.42,0,0,11.4,23.8,132,5.11,0,su
2018-08-07,31,22.6,33.4,25,2018-08-07 05:38,2018-08-07 17:30,22.81,0,0,14.1,26.3,117,5.24,0,su
2018-08-08,31,24.7,33.6,28.3,2018-08-08 05:38,2018-08-08 17:30,21.26,0,0,16.5,29.9,103,5.09,0,su
2018-08-09,31.9,25.2,34.4,28.5,2018-08-09 05:38,2018-08-09 17:30,22.1,0,0,18.1,31.7,112,5.31,0,su
2018-08-10,31.7,25,36.2,29.2,2018-08-10 05:37,2018-08-10 17:30,18.95,0,0,7.9,19.1,131,4.25,0,su
2018-08-11,31.5,25,35.7,28.1,2018-08-11 05:37,2018-08-11 17:30,21.61,0,0,13.4,24.8,122,5.08,0,su
2018-08-12,31.1,24.8,35.2,28.3,2018-08-12 05:37,2018-08-12 17:30,20.43,0,0,10.6,20.5,112,4.63,0,su
2018-08-13,31.5,24.5,35.8,28.6,2018-08-13 05:36,2018-08-13 17:30,22.14,0,0,14.6,25.2,106,5.06,0,su
2018-08-14,30.9,24.5,34,28.4,2018-08-14 05:36,2018-08-14 17:30,21.93,0,0,17,30.2,109,5.14,0,su
2018-08-15,30.8,24.4,35.1,28,2018-08-15 05:36,2018-08-15 17:30,21.07,0,0,12.2,22.7,118,4.89,0,su
2018-08-16,31.8,23.6,34.6,26.3,2018-08-16 05:35,2018-08-16 17:30,24.37,0,0,12.3,23.8,135,5.47,0,su
2018-08-17,30.7,22.9,35,24.8,2018-08-17 05:35,2018-08-17 17:30,23.79,0,0,12.4,25.9,135,5.28,0,su
2018-08-18,31,22.7,34.5,25.1,2018-08-18 05:35,2018-08-18 17:30,23.89,0,0,15.7,29.9,117,5.42,0,su
2018-08-19,31.2,23.5,34.1,26.3,2018-08-19 05:34,2018-08-19 17:30,23.66,0,0,19.1,33.5,116,5.47,0,su
2018-08-20,31.6,24.2,35.5,28.1,2018-08-20 05:34,2018-08-20 17:30,23.91,0,0,15.2,27.7,115,5.3,0,su
2018-08-21,32.2,24.5,37.1,28.8,2018-08-21 05:33,2018-08-21 17:30,23.15,0,0,11.2,20.2,110,5.1,0,su
2018-08-22,31.2,24.8,35.1,28.4,2018-08-22 05:33,2018-08-22 17:30,19.96,0,0,10.8,22,113,4.63,0,su
2018-08-23,31.2,24.2,36,27.4,2018-08-23 05:33,2018-08-23 17:30,22.58,0,0,10.7,22.7,97,5.07,0,su
2018-08-24,31.3,24.3,35.5,27.8,2018-08-24 05:32,2018-08-24 17:30,22.53,0,0,13,25.6,106,5.26,0,su
2018-08-25,31.1,23.7,34.8,26.5,2018-08-25 05:32,2018-08-25 17:30,23.78,0,0,12.2,23.8,99,5.35,0,su
2018-08-26,31,24,35.1,27,2018-08-26 05:31,2018-08-26 17:29,23.1,0,0,14.6,27.4,108,5.27,0,su
2018-08-27,31.1,24.8,35.1,28.9,2018-08-27 05:31,2018-08-27 17:29,19.85,0,0,12.8,22.3,106,4.53,0,su
2018-08-28,32.2,25.5,36,30.4,2018-08-28 05:30,2018-08-28 17:29,22.08,0,0,12.3,22.3,112,5.09,0,su
2018-08-29,31.5,25.1,36.2,29,2018-08-29 05:30,2018-08-29 17:29,20.18,0.8,0,9,16.2,125,4.38,0,su
2018-08-30,31.8,24.7,35.5,28.3,2018-08-30 05:29,2018-08-30 17:29,22.37,0,0,12.6,25.2,106,5.16,0,su
2018-08-31,32.4,25,37.1,29,2018-08-31 05:29,2018-08-31 17:29,22.59,0.1,0,9.5,20.2,109,4.96,0,su
2018-09-01,31.5,25.7,37.1,30,2018-09-01 05:28,2018-09-01 17:29,21.26,1.2,0,9.2,20.5,167,4.46,0,su
2018-09-02,31.8,25.2,37,29.4,2018-09-02 05:28,2018-09-02 17:29,22.6,0.9,0,9.3,18.7,93,4.86,0,su
2018-09-03,31.5,25,36.5,28.3,2018-09-03 05:27,2018-09-03 17:29,23.73,0,0,15.5,30.2,130,5.35,0,su
2018-09-04,31.9,24,34.9,26.3,2018-09-04 05:27,2018-09-04 17:28,24.97,0,0,13,25.2,139,5.64,0,su
2018-09-05,32.7,24.6,36.1,27.8,2018-09-05 05:26,2018-09-05 17:28,18.5,0.5,0,19.7,34.6,128,4.78,0,su
2018-09-06,32.3,25,36.3,28.7,2018-09-06 05:26,2018-09-06 17:28,24.97,0,0,14.2,27.7,104,5.64,0,su
2018-09-07,32.7,25.8,35.5,29.4,2018-09-07 05:25,2018-09-07 17:28,24.93,0,0,16.2,30.2,114,5.81,0,su
2018-09-08,33.2,25.3,37.4,29.3,2018-09-08 05:25,2018-09-08 17:28,24.57,0,0,15.8,29.5,102,5.72,0,su
2018-09-09,32.9,24.7,35.3,28.6,2018-09-09 05:24,2018-09-09 17:28,25.71,0,0,18,32.4,111,6.09,0,su
2018-09-10,33,25.2,34.2,29.4,2018-09-10 05:24,2018-09-10 17:27,25.5,0,0,21.6,40,116,6.38,0,su
2018-09-11,32.5,24.6,36.2,28.7,2018-09-11 05:23,2018-09-11 17:27,25.81,0,0,14.2,27,107,5.88,0,su
2018-09-12,33.2,24.7,37.4,27.8,2018-09-12 05:23,2018-09-12 17:27,25.53,0,0,11,26.6,152,5.66,0,su
2018-09-13,32.9,24.1,36.9,26.6,2018-09-13 05:22,2018-09-13 17:27,26.46,0,0,11.3,20.9,107,5.94,0,su
2018-09-14,32.8,24,35.4,27,2018-09-14 05:21,2018-09-14 17:27,23.87,0,0,13.2,26.3,117,5.5,0,su
2018-09-15,32.3,24.2,34.8,27,2018-09-15 05:21,2018-09-15 17:27,26.44,0,0,15.5,28.1,121,6.16,0,su
2018-09-16,32.4,23.5,34.5,26.4,2018-09-16 05:20,2018-09-16 17:27,25.73,0,0,17.7,34.9,119,5.96,0,su
2018-09-17,33.1,24.8,36.8,28.9,2018-09-17 05:20,2018-09-17 17:26,24.98,0,0,16.3,28.8,113,5.7,0,su
2018-09-18,32.7,25.7,35.1,30.2,2018-09-18 05:19,2018-09-18 17:26,17.25,0,0,14.5,25.9,111,4.38,0,su
2018-09-19,32.3,26.2,37.7,30.9,2018-09-19 05:19,2018-09-19 17:26,23.15,0.2,0,13.4,26.6,333,5.03,0,su
2018-09-20,32.5,26.4,38.1,31.2,2018-09-20 05:18,2018-09-20 17:26,19.66,0.4,0,7.5,16.6,83,4.37,0,su
2018-09-21,33.6,26.2,37,31,2018-09-21 05:18,2018-09-21 17:26,17.96,1.5,0,11.4,22.7,86,4.27,0,su
2018-09-22,32.7,26.4,36.6,30.9,2018-09-22 05:17,2018-09-22 17:26,24.65,0.4,0,17.3,32.4,103,5.73,0,su
2018-09-23,33.6,25.5,37,29.5,2018-09-23 05:16,2018-09-23 17:25,26.06,0,0,15.5,28.4,114,6.21,0,su
2018-09-24,33.6,25.3,37.6,29.7,2018-09-24 05:16,2018-09-24 17:25,26.87,0,0,14.8,28.1,109,6.23,0,su
2018-09-25,33.5,25.4,39.3,30.4,2018-09-25 05:15,2018-09-25 17:25,25.71,0,0,12.5,23,80,5.8,0,su
2018-09-26,33,26.4,38.3,30.9,2018-09-26 05:15,2018-09-26 17:25,24.81,0,0,12.1,20.5,92,5.55,0,su
2018-09-27,32.9,25.4,36.9,29.5,2018-09-27 05:14,2018-09-27 17:25,25.88,0,0,14.5,27.4,101,6.04,0,su
2018-09-28,33.1,24.7,36.2,27.6,2018-09-28 05:14,2018-09-28 17:25,27.38,0,0,14.3,26.3,114,6.33,0,su
2018-09-29,33.4,25,37.5,29.1,2018-09-29 05:13,2018-09-29 17:25,26.94,0,0,16.2,28.8,114,6.24,0,su
2018-09-30,33.2,25.5,36.8,30.3,2018-09-30 05:13,2018-09-30 17:24,27.01,0,0,20.5,36.4,107,6.31,0,su
2018-10-01,33.4,25.7,38.7,30.6,2018-10-01 05:12,2018-10-01 17:24,25.05,0,0,11.9,22.7,105,5.72,0,su
2018-10-02,33.2,26.7,37.9,30.8,2018-10-02 05:12,2018-10-02 17:24,25.65,0,0,15,28.4,101,6.06,0,su
2018-10-03,33.2,27,37.9,31.9,2018-10-03 05:11,2018-10-03 17:24,23.54,0.1,0,13.8,26.3,102,5.66,0,su
2018-10-04,32.6,26.4,36.4,30,2018-10-04 05:11,2018-10-04 17:24,25.21,0,0,18.4,33.8,105,6.21,0,su
2018-10-05,33,26.8,35.6,31,2018-10-05 05:10,2018-10-05 17:24,27.23,0,0,16.8,34.2,111,6.46,0,su
2018-10-06,33.2,25.6,36.1,29.8,2018-10-06 05:10,2018-10-06 17:24,25.19,0,0,19.1,34.2,111,6.03,0,su
2018-10-07,34.2,25.4,35.3,29.8,2018-10-07 05:09,2018-10-07 17:24,27.53,0,0,24.5,43.6,112,7,0,su
2018-10-08,33.8,24.8,35.8,29,2018-10-08 05:09,2018-10-08 17:24,27.63,0,0,20.9,40.7,107,6.6,0,su
2018-10-09,32.9,25.2,37.3,29.7,2018-10-09 05:08,2018-10-09 17:24,27.37,0,0,13.7,24.8,99,6.05,0,su
2018-10-10,33,25.8,38,30.4,2018-10-10 05:08,2018-10-10 17:23,26.94,0,0,15.1,26.6,109,6.13,0,su
2018-10-11,33.8,25.2,38.5,29.7,2018-10-11 05:07,2018-10-11 17:23,27.27,0,0,15.7,28.8,102,6.15,0,su
2018-10-12,33.5,25.8,39.7,30.8,2018-10-12 05:07,2018-10-12 17:23,26.33,1.3,0,13.5,26.6,22,5.82,0,su
2018-10-13,33.4,26.1,39.4,30.5,2018-10-13 05:06,2018-10-13 17:23,23.63,1.7,0,11.8,24.1,351,5.25,0,su
2018-10-14,32.9,25.9,38.8,30.6,2018-10-14 05:06,2018-10-14 17:23,24.5,0,0,14.4,27.4,13,5.46,0,su
2018-10-15,33.6,26.6,39.2,31.1,2018-10-15 05:06,2018-10-15 17:23,25.88,0.6,0,10.3,24.5,,5.75,0,su
2018-10-16,33.7,25.7,38.9,30.5,2018-10-16 05:05,2018-10-16 17:23,25.34,1,0,11,21.2,52,5.71,0,su
2018-10-17,33.9,26.5,39.8,30.8,2018-10-17 05:05,2018-10-17 17:23,25.8,0.9,0,10.2,21.6,343,5.75,0,su
2018-10-18,33.5,26.2,39.6,30.5,2018-10-18 05:04,2018-10-18 17:23,25.29,1.5,0,9.9,21.2,20,5.57,0,su
2018-10-19,33.4,26.6,38.5,31.2,2018-10-19 05:04,2018-10-19 17:23,24.36,1.6,0,10.6,23.8,81,5.42,0,su
2018-10-20,33.6,25.9,39,29.8,2018-10-20 05:04,2018-10-20 17:23,27.09,0.3,0,13.3,24.8,77,6.04,0,su
2018-10-21,32.9,26.8,38.6,31.6,2018-10-21 05:03,2018-10-21 17:23,26.02,0.4,0,12.5,24.5,52,5.84,0,su
2018-10-22,34.6,26,38.8,30.8,2018-10-22 05:03,2018-10-22 17:23,25.56,0.5,0,11.2,20.9,78,5.82,0,su
2018-10-23,34.1,26.4,40,31.5,2018-10-23 05:02,2018-10-23 17:23,25.12,1.2,0,11,23,338,5.6,0,su
2018-10-24,34.4,27.2,40.7,32.6,2018-10-24 05:02,2018-10-24 17:23,24.44,1.1,0,12.7,26.3,29,5.6,0,su
2018-10-25,33.5,26.8,40,31.6,2018-10-25 05:02,2018-10-25 17:23,23.64,1.3,0,10.1,22.7,36,5.17,0,su
2018-10-26,33.9,26.2,39,31,2018-10-26 05:02,2018-10-26 17:24,25.32,0.5,0,13.1,25.6,58,5.71,0,su
2018-10-27,34.9,26.5,39.9,31.5,2018-10-27 05:01,2018-10-27 17:24,26.16,1,0,12.1,24.1,81,6,0,su
2018-10-28,33.4,26.7,40.6,31,2018-10-28 05:01,2018-10-28 17:24,24.37,2.6,0,8.4,17.6,321,5.39,0,su
2018-10-29,31.6,27,37.2,31.9,2018-10-29 05:01,2018-10-29 17:24,19.72,1.9,0,9.6,24.1,343,4.28,0,su
2018-10-30,33.4,26.8,37.8,31.8,2018-10-30 05:01,2018-10-30 17:24,24.58,0,0,10.6,22.7,82,5.59,0,su
2018-10-31,32.9,27,38.2,31.5,2018-10-31 05:00,2018-10-31 17:24,22.81,1.5,0,10.2,20.5,56,5.1,0,su
2018-11-01,34.3,27.2,38.3,31.9,2018-11-01 05:00,2018-11-01 17:24,24.08,0.2,0,15.3,27.7,103,5.96,0,su
2018-11-02,33.1,27,36.7,32.1,2018-11-02 05:00,2018-11-02 17:24,23.54,0,0,17.4,33.5,98,5.58,0,su
2018-11-03,34.9,27.8,41.3,33.5,2018-11-03 05:00,2018-11-03 17:25,24.21,0.4,0,10.4,23.4,111,5.57,0,su
2018-11-04,33.5,27.3,40.2,32.3,2018-11-04 05:00,2018-11-04 17:25,26.16,0.2,0,9.9,25.9,27,5.77,0,su
2018-11-05,34.2,27.7,39.9,33.1,2018-11-05 04:59,2018-11-05 17:25,24.61,1.2,0,10.6,24.5,61,5.47,0,su
2018-11-06,33.6,27.9,39.1,33.5,2018-11-06 04:59,2018-11-06 17:25,19.31,6.6,0,10.2,23,319,4.25,0,su
2018-11-07,32.6,26.7,38.3,32,2018-11-07 04:59,2018-11-07 17:25,16.91,11.9,0,13.9,27,331,3.7,0,su
2018-11-08,31.1,25.8,37.2,31.5,2018-11-08 04:59,2018-11-08 17:26,16.33,26.6,0,11.1,25.2,84,3.56,0,su
2018-11-09,30.5,25.8,37.3,31.4,2018-11-09 04:59,2018-11-09 17:26,16.23,3.9,0,9.2,19.8,110,3.41,0,su
2018-11-10,33.1,25.7,40.8,30.9,2018-11-10 04:59,2018-11-10 17:26,22.99,1.5,0,7.6,20.2,135,4.91,0,su
2018-11-11,34,26.2,40.4,31.7,2018-11-11 04:59,2018-11-11 17:26,24.51,1,0,7.4,18.7,10,5.29,0,su
2018-11-12,33,26.7,41.1,32.5,2018-11-12 04:59,2018-11-12 17:27,24.04,1,0,10.1,22,347,5.21,0,su
2018-11-13,32.5,26.7,40,32.5,2018-11-13 04:59,2018-11-13 17:27,21.98,6.2,0,12,23.8,20,4.68,0,su
2018-11-14,32.8,26.8,40.7,32.3,2018-11-14 04:59,2018-11-14 17:27,23.89,4.9,0,7,20.5,243,5.11,0,su
2018-11-15,33.2,26.9,40.1,32.4,2018-11-15 04:59,2018-11-15 17:28,22.7,1.6,0,7.2,20.2,160,4.97,0,su
2018-11-16,34.5,26.8,41.7,32.4,2018-11-16 04:59,2018-11-16 17:28,24.65,1.6,0,8.8,23.8,146,5.4,0,su
2018-11-17,33.4,27.1,40.9,32.4,2018-11-17 04:59,2018-11-17 17:28,23.98,6,0,13,28.8,342,5.25,0,su
2018-11-18,33.2,26.7,41.3,32.3,2018-11-18 04:59,2018-11-18 17:29,20.85,6.3,0,10.4,27,356,4.44,0,su
2018-11-19,34.4,26.7,41.8,32.1,2018-11-19 04:59,2018-11-19 17:29,23.42,2.3,0,8.6,22.3,286,5.23,0,su
2018-11-20,34.8,26.7,40.1,31.3,2018-11-20 04:59,2018-11-20 17:29,24.67,3,0,12.2,26.3,304,5.66,0,su
2018-11-21,33.9,26.4,40.9,31.9,2018-11-21 04:59,2018-11-21 17:30,24.65,1.7,0,10.5,22,328,5.44,0,su
2018-11-22,33.9,26.4,40.8,31.5,2018-11-22 04:59,2018-11-22 17:30,24.07,1.1,0,8.7,20.5,112,5.24,0,su
2018-11-23,33.5,26.5,39.2,31.7,2018-11-23 04:59,2018-11-23 17:30,23.9,1,0,11.5,25.2,52,5.31,0,su
2018-11-24,32.5,26.5,38.2,31,2018-11-24 05:00,2018-11-24 17:31,21.81,6.4,0,11.9,25.2,3,4.92,0,su
2018-11-25,32.6,25.6,39,30.5,2018-11-25 05:00,2018-11-25 17:31,20.24,7.5,0,9.1,23,314,4.33,0,su
2018-11-26,29.7,25.5,35.4,30.4,2018-11-26 05:00,2018-11-26 17:32,11.35,20.2,0,7,17.6,158,2.48,0,su
2018-11-27,31,25,38.4,30.6,2018-11-27 05:00,2018-11-27 17:32,19.94,11.4,0,8.7,19.1,114,4.14,0,su
2018-11-28,30.1,25.7,36.7,31.2,2018-11-28 05:00,2018-11-28 17:33,17.33,7.9,0,6.3,19.8,155,3.65,0,su
2018-11-29,33,26.2,40,31.7,2018-11-29 05:01,2018-11-29 17:33,19.09,10.6,0,6.9,14.8,154,4.06,0,su
2018-11-30,30.5,26.1,36.6,31.8,2018-11-30 05:01,2018-11-30 17:33,13.41,17,0,7.2,15.1,242,2.88,0,su
2018-12-01,31.3,25.3,38.1,30.4,2018-12-01 05:01,2018-12-01 17:34,12.25,18.8,0,7.4,18,124,2.7,0,su
2018-12-02,32.3,25.6,38.4,31,2018-12-02 05:01,2018-12-02 17:34,19.94,4.2,0,7.3,17.6,,4.24,0,su
2018-12-03,31.4,25.4,37.7,30.9,2018-12-03 05:02,2018-12-03 17:35,17.12,7.5,0,8.4,20.2,114,3.62,0,su
2018-12-04,33.4,25.7,40.4,31.6,2018-12-04 05:02,2018-12-04 17:35,21.88,5.1,0,10.2,23.4,101,4.72,0,su
2018-12-05,31.2,26.3,38.2,32.2,2018-12-05 05:02,2018-12-05 17:36,19.54,8.8,0,6.8,20.5,109,4.06,0,su
2018-12-06,32.7,26.1,41.2,32,2018-12-06 05:03,2018-12-06 17:36,21.99,4.3,0,5.8,19.8,249,4.62,0,su
2018-12-07,33.6,26.6,41.2,32.6,2018-12-07 05:03,2018-12-07 17:37,23.54,5.3,0,7.6,16.6,311,5.06,0,su
2018-12-08,32.2,26.8,39.5,32.8,2018-12-08 05:03,2018-12-08 17:37,18.43,6.3,0,9.3,21.6,360,3.99,0,su
2018-12-09,31.6,26.6,38.9,32,2018-12-09 05:04,2018-12-09 17:38,20.41,3.6,0,10.1,22,344,4.28,0,su
2018-12-10,32.8,27.1,40.7,32.8,2018-12-10 05:04,2018-12-10 17:38,20.75,6.2,0,8.1,20.2,286,4.46,0,su
2018-12-11,32.7,26.5,41.1,31.8,2018-12-11 05:04,2018-12-11 17:39,22.17,5.2,0,6.6,21.2,257,4.67,0,su
2018-12-12,32.2,26.9,39.2,32.4,2018-12-12 05:05,2018-12-12 17:39,18.28,6,0,9.2,20.9,,3.88,0,su
2018-12-13,29.8,25.9,36.2,30.5,2018-12-13 05:05,2018-12-13 17:40,7.22,66.5,0,12,22.3,278,1.78,0,su
2018-12-14,32.2,25.1,39.4,29.4,2018-12-14 05:06,2018-12-14 17:40,20.25,4.3,0,9.3,18.4,258,4.34,0,su
2018-12-15,33,25.9,40.8,31,2018-12-15 05:06,2018-12-15 17:41,20.92,8,0,10.2,23.4,286,4.48,0,su
2018-12-16,31.7,26.1,39.4,31.9,2018-12-16 05:07,2018-12-16 17:41,16.33,10,0,5.3,19.8,220,3.53,0,su
2018-12-17,32.9,26.1,40.4,32,2018-12-17 05:07,2018-12-17 17:42,22.34,0.6,0,7.9,17.6,33,4.88,0,su
2018-12-18,32.2,26.5,39.6,32.1,2018-12-18 05:08,2018-12-18 17:42,22.43,2.9,0,9,18.4,6,4.8,0,su
2018-12-19,31.9,26.5,39.2,31.8,2018-12-19 05:08,2018-12-19 17:43,23.2,2.3,0,8.7,17.3,79,4.88,0,su
2018-12-20,30.1,25.8,37,31.5,2018-12-20 05:09,2018-12-20 17:43,17.42,9.7,0,11.3,20.5,302,3.69,0,su
2018-12-21,30.3,25.7,36.4,31,2018-12-21 05:09,2018-12-21 17:44,14.02,2.7,0,11.4,24.8,284,3.14,0,su
2018-12-22,32.9,26,39.9,31.2,2018-12-22 05:10,2018-12-22 17:44,22.65,18.2,0,13,29.5,263,4.8,0,su
2018-12-23,32,26.4,37.1,31.5,2018-12-23 05:10,2018-12-23 17:45,12.15,17.8,0,11.3,23.8,280,2.8,0,su
2018-12-24,29,26.3,35.4,31.2,2018-12-24 05:11,2018-12-24 17:45,8.43,9.3,0,7.4,20.9,252,1.9,0,su
2018-12-25,29.8,25.3,36.4,30.1,2018-12-25 05:11,2018-12-25 17:46,18.72,21.7,0,11.4,18,234,3.88,0,su
2018-12-26,31,25.3,37.1,30.4,2018-12-26 05:12,2018-12-26 17:46,17.22,5,0,10.5,23.8,275,3.62,0,su
2018-12-27,33,25.7,39.5,31.3,2018-12-27 05:12,2018-12-27 17:47,24.8,7.6,0,12.4,24.8,283,5.19,0,su
2018-12-28,32.7,25.9,38.2,30.2,2018-12-28 05:13,2018-12-28 17:47,19.69,0,0,11.5,24.5,281,4.5,0,su
2018-12-29,32.9,26.7,38.7,31,2018-12-29 05:13,2018-12-29 17:48,23.9,1.9,0,15.6,34.9,280,5.6,0,su
2018-12-30,32.1,27.5,36.8,31.9,2018-12-30 05:14,2018-12-30 17:48,17.83,1.6,0,17.1,37.1,288,4.38,0,su
2018-12-31,31.3,26.7,37.1,31.2,2018-12-31 05:14,2018-12-31 17:49,20.71,2,0,18.6,38.2,301,4.69,0,su
2019-01-01,31.6,26.5,36,30.4,2019-01-01 05:14,2019-01-01 17:49,15.11,8.4,0,20.8,38.9,292,3.82,0,su
2019-01-02,31.4,26,36.9,30.5,2019-01-02 05:15,2019-01-02 17:50,18.44,14.9,0,14.5,29.9,287,4.08,0,su
2019-01-03,29.1,25.8,34.1,30.4,2019-01-03 05:16,2019-01-03 17:50,10.51,12,0,11.6,30.2,294,2.38,0,su
2019-01-04,30.4,25.1,35.9,29.6,2019-01-04 05:16,2019-01-04 17:50,15.78,6.6,0,13.8,29.2,317,3.22,0,su
2019-01-05,31.5,26,37.1,32.3,2019-01-05 05:17,2019-01-05 17:51,16.39,7.2,0,10.8,27.4,335,3.56,0,su
2019-01-06,31.7,26.2,38.7,32.2,2019-01-06 05:17,2019-01-06 17:51,23.58,1.7,0,8.8,20.5,342,4.95,0,su
2019-01-07,32.3,26.1,41.3,31.5,2019-01-07 05:18,2019-01-07 17:51,22.41,11.3,0,8.9,17.3,252,4.69,0,su
2019-01-08,32.1,25.5,39.8,31.2,2019-01-08 05:18,2019-01-08 17:52,22.21,2.5,0,8,19.8,255,4.64,0,su
2019-01-09,31.6,25.7,38.5,31.2,2019-01-09 05:19,2019-01-09 17:52,23.63,7.1,0,10.1,20.9,312,4.97,0,su
2019-01-10,32.6,26.5,39.8,31.5,2019-01-10 05:19,2019-01-10 17:52,20.98,6.6,0,8,18.7,300,4.52,0,su
2019-01-11,32.9,26.1,40.8,31.8,2019-01-11 05:20,2019-01-11 17:53,21.15,2.7,0,9.7,23.4,307,4.52,0,su
2019-01-12,32.3,25.9,39.7,31.3,2019-01-12 05:20,2019-01-12 17:53,20.07,8.5,0,11.7,25.2,289,4.25,0,su
2019-01-13,31.9,25.8,40,30.8,2019-01-13 05:21,2019-01-13 17:53,20.33,11.7,0,11,23.8,,4.28,0,su
2019-01-14,32,25.6,38.6,30,2019-01-14 05:21,2019-01-14 17:54,22.03,8,0,12.4,25.2,285,4.67,0,su
2019-01-15,32.2,25.8,38.3,30.3,2019-01-15 05:22,2019-01-15 17:54,18.81,9.9,0,13.3,32.4,286,4.05,0,su
2019-01-16,29.8,25.6,35.2,30.7,2019-01-16 05:22,2019-01-16 17:54,6.16,48.5,0,14.7,31,277,1.57,0,su
2019-01-17,30.9,25.3,37.1,29.7,2019-01-17 05:23,2019-01-17 17:54,15.88,17.2,0,15.6,39.6,283,3.39,0,su
2019-01-18,31.2,24.9,36.7,29.9,2019-01-18 05:23,2019-01-18 17:54,21.41,11.4,0,13.8,28.1,291,4.37,0,su
2019-01-19,30.8,25.8,37.5,31.2,2019-01-19 05:24,2019-01-19 17:55,14.8,10.4,0,12,24.5,277,3.12,0,su
2019-01-20,30.9,25.9,38.5,31.5,2019-01-20 05:24,2019-01-20 17:55,18.18,5.6,0,9,22.3,275,3.79,0,su
2019-01-21,31,25.7,36.2,30.6,2019-01-21 05:24,2019-01-21 17:55,14.96,18.2,0,15.3,29.5,275,3.25,0,su
2019-01-22,29.6,25.4,33.4,28,2019-01-22 05:25,2019-01-22 17:55,10.72,21.3,0,25.1,45.7,280,2.69,0,su
